,소속회사명1,소속회사명2,동일인과의 관계1,동일인과의 관계2,성명,보통주 주식수,보통주 지분율,우선주 주식수,우선주 지분율,합계 주식수,합계 지분율,동일인과의 관계3,divisor,shares,type,type2,own,own2,ownername
103,비금융회사,케이티하이텔,기타주주,기타,기타,11739800,32.87%,-,-,11739800.0,32.87%,기타,35715022.0,0.32870762336363674,99,99,0.32870762336363674,0.32870762336363674,
104,비금융회사,케이티하이텔,총 계,총 계,총 계,35715022,100.00%,-,-,35715022.0,100.00%,총 계,35715022.0,1.0,50,50,,,
105,비금융회사,스카이라이프티브이,동일인측,동일인,케이티,6000000,14.85%,-,-,6000000.0,14.85%,동일인,40410000.0,0.14847809948032664,0,0,0.14847809948032664,0.14847809948032664,
106,비금융회사,스카이라이프티브이,동일인측,계열회사,케이티스카이라이프,31410000,77.73%,-,-,31410000.0,77.73%,계열회사,40410000.0,0.77728285077951,1,1,0.77728285077951,0.77728285077951,케이티스카이라이프
107,비금융회사,스카이라이프티브이,동일인측,동일인 측 합계,동일인 측 합계,37410000,92.58%,-,-,37410000.0,92.58%,동일인 측 합계,40410000.0,0.9257609502598366,50,50,,,
108,비금융회사,스카이라이프티브이,기타주주,기타,기타,3000000,7.42%,-,-,3000000.0,7.42%,기타,40410000.0,0.07423904974016332,99,99,0.07423904974016332,0.07423904974016332,
109,비금융회사,스카이라이프티브이,총계,총계,총계,40410000,100.00%,-,-,40410000.0,100.00%,총계,40410000.0,1.0,50,50,,,
110,비금융회사,에이치엔씨네트워크,동일인측,동일인,케이티,8903,1.00%,-,-,8903.0,1.00%,동일인,889650.0,0.010007306244028551,0,0,0.010007306244028551,0.010007306244028551,
111,비금융회사,에이치엔씨네트워크,동일인측,계열회사,비씨카드,880747,99.00%,-,-,880747.0,99.00%,계열회사,889650.0,0.9899926937559714,1,1,0.9899926937559714,0.9899926937559714,비씨카드
112,비금융회사,에이치엔씨네트워크,동일인측,동일인 측 합계,동일인 측 합계,889650,100.00%,-,-,889650.0,100.00%,동일인 측 합계,889650.0,1.0,50,50,,,
113,비금융회사,에이치엔씨네트워크,기타주주,기타,기타,-,-,-,-,,-,기타,889650.0,,99,99,0.0,0.0,
114,비금융회사,에이치엔씨네트워크,총계,총계,총계,889650,100.00%,-,-,889650.0,100.00%,총계,889650.0,1.0,50,50,,,
115,비금융회사,이니텍,동일인측,계열회사,에이치엔씨네트워크,11280069,57.00%,-,-,11280069.0,57.00%,계열회사,19790916.0,0.5699619461777312,1,1,0.5699619461777312,0.5699619461777312,에이치엔씨네트워크
116,비금융회사,이니텍,동일인측,자기주식,이니텍,399280,2.02%,-,-,399280.0,2.02%,자기주식,19790916.0,0.020174912570999747,50,0,,0.020174912570999747,
117,비금융회사,이니텍,동일인측,동일인 측 합계,동일인 측 합계,11679349,59.01%,-,-,11679349.0,59.01%,동일인 측 합계,19790916.0,0.590136858748731,50,50,,,
118,비금융회사,이니텍,기타주주,기타,기타주주,8111567,40.99%,-,-,8111567.0,40.99%,기타,19790916.0,0.409863141251269,99,99,0.409863141251269,0.409863141251269,
119,비금융회사,이니텍,총계,총계,총계,19790916,100.00%,-,-,19790916.0,100.00%,총계,19790916.0,1.0,50,50,,,
120,비금융회사,케이티에이엠씨,동일인측,계열회사,케이티에스테이트,1400000,100.00%,-,-,1400000.0,100.00%,계열회사,1400000.0,1.0,1,1,1.0,1.0,케이티에스테이트
121,비금융회사,케이티에이엠씨,동일인측,동일인 측 합계,동일인 측 합계,1400000,100.00%,-,-,1400000.0,100.00%,동일인 측 합계,1400000.0,1.0,50,50,,,
122,비금융회사,케이티에이엠씨,기타주주,기타,기타,-,-,-,-,,-,기타,1400000.0,,99,99,0.0,0.0,
123,비금융회사,케이티에이엠씨,총계,총계,총계,1400000,100.00%,-,-,1400000.0,100.00%,총계,1400000.0,1.0,50,50,,,
124,비금융회사,케이티지디에이치,동일인측,동일인,케이티,7400000,100.00%,-,-,7400000.0,100.00%,동일인,7400000.0,1.0,0,0,1.0,1.0,
125,비금융회사,케이티지디에이치,동일인측,동일인 측 합계,동일인 측 합계,7400000,100.00%,-,-,7400000.0,100.00%,동일인 측 합계,7400000.0,1.0,50,50,,,
126,비금융회사,케이티지디에이치,기타주주,기타,기타,-,-,-,-,,-,기타,7400000.0,,99,99,0.0,0.0,
127,비금융회사,케이티지디에이치,총계,총계,총계,7400000,100.00%,-,-,7400000.0,100.00%,총계,7400000.0,1.0,50,50,,,
128,비금융회사,케이디리빙,동일인측,계열회사,케이티에스테이트,102000,51.00%,-,-,102000.0,51.00%,계열회사,200000.0,0.51,1,1,0.51,0.51,케이티에스테이트
129,비금융회사,케이디리빙,동일인측,동일인 측 합계,동일인 측 합계,102000,51.00%,-,-,102000.0,51.00%,동일인 측 합계,200000.0,0.51,50,50,,,
130,비금융회사,케이디리빙,기타주주,기타,기타,98000,49.00%,-,-,98000.0,49.00%,기타,200000.0,0.49,99,99,0.49,0.49,
131,비금융회사,케이디리빙,총계,총계,총계,200000,100.00%,-,-,200000.0,100.00%,총계,200000.0,1.0,50,50,,,
132,비금융회사,케이티샛,동일인측,동일인,케이티,10000000,100.00%,-,-,10000000.0,100.00%,동일인,10000000.0,1.0,0,0,1.0,1.0,
133,비금융회사,케이티샛,동일인측,동일인 측 합계,동일인 측 합계,10000000,100.00%,-,,10000000.0,100.00%,동일인 측 합계,10000000.0,1.0,50,50,,,
134,비금융회사,케이티샛,기타주주,기타,기타,-,-,-,-,,-,기타,10000000.0,,99,99,0.0,0.0,
135,비금융회사,케이티샛,총계,총계,총계,10000000,100.00%,-,-,10000000.0,100.00%,총계,10000000.0,1.0,50,50,,,
136,비금융회사,케이티스포츠,동일인측,동일인,케이티,1320000,66.00%,-,-,1320000.0,66.00%,동일인,2000000.0,0.66,0,0,0.66,0.66,
137,비금융회사,케이티스포츠,동일인측,계열회사,케이티씨에스,120000,6.00%,-,-,120000.0,6.00%,계열회사,2000000.0,0.06,1,1,0.06,0.06,케이티씨에스
138,비금융회사,케이티스포츠,동일인측,계열회사,케이티아이에스,120000,6.00%,-,-,120000.0,6.00%,계열회사,2000000.0,0.06,1,1,0.06,0.06,케이티아이에스
139,비금융회사,케이티스포츠,동일인측,계열회사,케이티스카이라이프,360000,18.00%,-,-,360000.0,18.00%,계열회사,2000000.0,0.18,1,1,0.18,0.18,케이티스카이라이프
140,비금융회사,케이티스포츠,동일인측,계열회사,비씨카드,80000,4.00%,-,-,80000.0,4.00%,계열회사,2000000.0,0.04,1,1,0.04,0.04,비씨카드
141,비금융회사,케이티스포츠,동일인측,동일인 측 합계,동일인 측 합계,2000000,100.00%,-,-,2000000.0,100.00%,동일인 측 합계,2000000.0,1.0,50,50,,,
142,비금융회사,케이티스포츠,기타주주,기타,기타,-,-,-,-,,-,기타,2000000.0,,99,99,0.0,0.0,
143,비금융회사,케이티스포츠,총계,총계,총계,2000000,100.00%,-,-,2000000.0,100.00%,총계,2000000.0,1.0,50,50,,,
144,비금융회사,오토피온,동일인측,동일인,케이티,400000,100.00%,-,-,400000.0,100.00%,동일인,400000.0,1.0,0,0,1.0,1.0,
145,비금융회사,오토피온,동일인측,동일인 측 합계,동일인 측 합계,400000,100.00%,-,-,400000.0,100.00%,동일인 측 합계,400000.0,1.0,50,50,,,
146,비금융회사,오토피온,기타주주,기타,기타,-,-,-,-,,-,기타,400000.0,,99,99,0.0,0.0,
147,비금융회사,오토피온,총계,총계,총계,400000,100.00%,-,-,400000.0,100.00%,총계,400000.0,1.0,50,50,,,
148,비금융회사,케이티엠모바일,동일인측,동일인,케이티,40000000,100.00%,-,-,40000000.0,100.00%,동일인,40000000.0,1.0,0,0,1.0,1.0,
149,비금융회사,케이티엠모바일,동일인측,동일인 측 합계,동일인 측 합계,40000000,100.00%,-,-,40000000.0,100.00%,동일인 측 합계,40000000.0,1.0,50,50,,,
150,비금융회사,케이티엠모바일,기타주주,기타,기타,-,-,-,-,,-,기타,40000000.0,,99,99,0.0,0.0,
151,비금융회사,케이티엠모바일,총 계,총 계,총 계,40000000,100.00%,-,-,40000000.0,100.00%,총 계,40000000.0,1.0,50,50,,,
152,비금융회사, 케이티서비스 북부,동일인측,동일인,케이티,476094,67.31%,-,-,476094.0,67.31%,동일인,707285.0,0.6731289367086818,0,0,0.6731289367086818,0.6731289367086818,
153,비금융회사, 케이티서비스 북부,동일인측,동일인 측 합계,동일인 측 합계,476094,67.31%,-,-,476094.0,67.31%,동일인 측 합계,707285.0,0.6731289367086818,50,50,,,
154,비금융회사, 케이티서비스 북부,기타주주,기타,기타,231191,32.69%,-,-,231191.0,32.69%,기타,707285.0,0.3268710632913182,99,99,0.3268710632913182,0.3268710632913182,
155,비금융회사, 케이티서비스 북부,총 계,총 계,총 계,707285,100.00%,-,-,707285.0,100.00%,총 계,707285.0,1.0,50,50,,,
156,비금융회사, 케이티서비스남부,동일인측,동일인,케이티,531127,76.38%,-,-,531127.0,76.38%,동일인,695415.0,0.7637554553755671,0,0,0.7637554553755671,0.7637554553755671,
157,비금융회사, 케이티서비스남부,동일인측,계열회사,케이티서비스북부,6624,0.95%,-,-,6624.0,0.95%,계열회사,695415.0,0.00952524751407433,1,1,0.00952524751407433,0.00952524751407433,케이티서비스북부
158,비금융회사, 케이티서비스남부,동일인측,동일인 측 합계,동일인 측 합계,537751,77.33%,-,-,537751.0,77.33%,동일인 측 합계,695415.0,0.7732807028896415,50,50,,,
159,비금융회사, 케이티서비스남부,기타주주,기타,기타,157664,22.67%,-,-,157664.0,22.67%,기타,695415.0,0.22671929711035857,99,99,0.22671929711035857,0.22671929711035857,
160,비금융회사, 케이티서비스남부,총 계,총 계,총 계,695415,100.00%,-,-,695415.0,100.00%,총 계,695415.0,1.0,50,50,,,
161,비금융회사,후후앤컴퍼니,동일인측,동일인,-,-,-,-,-,,-,동일인,2000000.0,,0,0,0.0,0.0,
162,비금융회사,후후앤컴퍼니,동일인측,계열회사,케이티씨에스,2000000,100.00%,-,-,2000000.0,100.00%,계열회사,2000000.0,1.0,1,1,1.0,1.0,케이티씨에스
163,비금융회사,후후앤컴퍼니,동일인측,동일인 측 합계,동일인 측 합계,2000000,100.00%,-,-,2000000.0,100.00%,동일인 측 합계,2000000.0,1.0,50,50,,,
164,비금융회사,후후앤컴퍼니,기타주주,기타,기타,-,-,-,-,,-,기타,2000000.0,,99,99,0.0,0.0,
165,비금융회사,후후앤컴퍼니,총계,총계,총계,2000000,100.00%,-,-,2000000.0,100.00%,총계,2000000.0,1.0,50,50,,,
166,비금융회사,플레이디,동일인측,동일인,케이티,17393,33.33%,-,-,17393.0,33.33%,동일인,52180.0,0.3333269451897279,0,0,0.3333269451897279,0.3333269451897279,
167,비금융회사,플레이디,동일인측,계열회사,나스미디어,34787,66.67%,-,-,34787.0,66.67%,계열회사,52180.0,0.6666730548102722,1,1,0.6666730548102722,0.6666730548102722,나스미디어
168,비금융회사,플레이디,동일인측,동일인 측 합계,동일인 측 합계,52180,100.00%,-,-,52180.0,100.00%,동일인 측 합계,52180.0,1.0,50,50,,,
169,비금융회사,플레이디,기타주주,기타,기타,-,-,-,-,,-,기타,52180.0,,99,99,0.0,0.0,
170,비금융회사,플레이디,총계,총계,총계,52180,100.00%,-,-,52180.0,100.00%,총계,52180.0,1.0,50,50,,,
171,비금융회사,케이티엠오에스북부,동일인측,동일인,케이티,409991,80.87%,-,-,409991.0,80.87%,동일인,507004.0,0.8086543695907724,0,0,0.8086543695907724,1.0,
172,비금융회사,케이티엠오에스북부,동일인측,자기주식,케이티엠오에스북부,97013,19.13%,-,-,97013.0,19.13%,자기주식,507004.0,0.19134563040922753,50,0,,1.0,
173,비금융회사,케이티엠오에스북부,동일인측,동일인측 합계,동일인측 합계,507004,100.00%,-,-,507004.0,100.00%,동일인측 합계,507004.0,1.0,50,50,,,
174,비금융회사,케이티엠오에스북부,기타주주,기타,기타,-,-,-,-,,-,기타,507004.0,,99,99,0.0,0.0,
175,비금융회사,케이티엠오에스북부,총계,총계,총계,507004,100.00%,-,-,507004.0,100.00%,총계,507004.0,1.0,50,50,,,
176,비금융회사,케이티엠오에스남부,동일인측,동일인,케이티,248515,75.07%,-,-,248515.0,75.07%,동일인,331043.0,0.7507030808686485,0,0,0.7507030808686485,0.9875363623456771,
177,비금융회사,케이티엠오에스남부,동일인측,자기주식,케이티엠오에스남부,78402,23.68%,-,-,78402.0,23.68%,자기주식,331043.0,0.23683328147702867,50,0,,0.9875363623456771,
178,비금융회사,케이티엠오에스남부,동일인측,동일인측 합계,동일인측 합계,326917,98.75%,-,-,326917.0,98.75%,동일인측 합계,331043.0,0.9875363623456771,50,50,,,
179,비금융회사,케이티엠오에스남부,기타주주,기타,기타,4126,1.25%,-,-,4126.0,1.25%,기타,331043.0,0.012463637654322852,99,99,0.012463637654322852,0.012463637654322852,
180,비금융회사,케이티엠오에스남부,총계,총계,총계,331043,100.00%,-,-,331043.0,100.00%,총계,331043.0,1.0,50,50,,,
181,비금융회사,케이에이치에스,동일인측,비영리법인,(재)케이티그룹희망나눔재단,20000,100.00%,-,-,20000.0,100.00%,비영리법인,20000.0,1.0,50,0,,1.0,
182,비금융회사,케이에이치에스,동일인측,동일인측 합계,동일인측 합계,20000,100.00%,-,-,20000.0,100.00%,동일인측 합계,20000.0,1.0,50,50,,,
183,비금융회사,케이에이치에스,기타주주,기타,기타,-,-,-,-,,-,기타,20000.0,,99,99,0.0,0.0,
184,비금융회사,케이에이치에스,총계,총계,총계,20000,100.00%,-,-,20000.0,100.00%,총계,20000.0,1.0,50,50,,,
185,비금융회사,넥스트커넥트피에프브이,동일인측,동일인,케이티,73130099,100.00%,-,-,73130099.0,95.00%,동일인,76979052.0,0.9499999948037812,0,0,0.9499999948037812,0.9499999948037812,
186,비금융회사,넥스트커넥트피에프브이,동일인측,동일인측 합계,동일인측 합계,73130099,100.00%,-,-,73130099.0,95.00%,동일인측 합계,76979052.0,0.9499999948037812,50,50,,,
187,비금융회사,넥스트커넥트피에프브이,기타주주,기타,기타,-,-,3848953,100.00%,3848953.0,5.00%,기타,76979052.0,0.05000000519621883,99,99,0.05000000519621883,0.05000000519621883,
188,비금융회사,넥스트커넥트피에프브이,총계,총계,총계,73130099,100.00%,3848953,100.00%,76979052.0,100.00%,총계,76979052.0,1.0,50,50,,,
189,비금융회사,케이티희망지음,동일인측,동일인,케이티,300000,100.00%,-,-,300000.0,100.00%,동일인,300000.0,1.0,0,0,1.0,1.0,
190,비금융회사,케이티희망지음,동일인측,동일인측 합계,동일인측 합계,300000,100.00%,-,-,300000.0,100.00%,동일인측 합계,300000.0,1.0,50,50,,,
191,비금융회사,케이티희망지음,기타주주,기타,기타,-,-,-,-,,-,기타,300000.0,,99,99,0.0,0.0,
192,비금융회사,케이티희망지음,총계,총계,총계,300000,100.00%,-,-,300000.0,100.00%,총계,300000.0,1.0,50,50,,,
193,비금융회사,케이리얼티제10호위탁관리부동산투자회사,동일인측,계열회사,케이티에이엠씨,60000,100.00%,-,-,60000.0,100.00%,계열회사,60000.0,1.0,1,1,1.0,1.0,케이티에이엠씨
194,비금융회사,케이리얼티제10호위탁관리부동산투자회사,동일인측,동일인측 합계,동일인측 합계,60000,100.00%,-,-,60000.0,100.00%,동일인측 합계,60000.0,1.0,50,50,,,
195,비금융회사,케이리얼티제10호위탁관리부동산투자회사,기타주주,기타,기타,-,-,-,-,,-,기타,60000.0,,99,99,0.0,0.0,
196,비금융회사,케이리얼티제10호위탁관리부동산투자회사,총계,총계,총계,60000,100.00%,-,-,60000.0,100.00%,총계,60000.0,1.0,50,50,,,
197,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,동일인,케이티,600000,100.00%,-,-,600000.0,54.25%,동일인,1105922.0,0.5425337410775806,0,0,0.5425337410775806,0.5425337410775806,
198,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,계열회사,케이티아이에스,-,-,102217,20.20%,102217.0,9.24%,계열회사,1105922.0,0.09242695235287841,1,1,0.09242695235287841,0.09242695235287841,케이티아이에스
199,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,동일인측,동일인측 합계,동일인측 합계,600000,100.00%,102217,20.20%,702217.0,63.50%,동일인측 합계,1105922.0,0.6349606934304589,50,50,,,
200,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,기타주주,기타,기타,-,-,403705,79.80%,403705.0,36.50%,기타,1105922.0,0.3650393065695411,99,99,0.3650393065695411,0.3650393065695411,
201,비금융회사,지이프리미어제1호기업구조조정부동산투자회사,총계,총계,총계,600000,100.00%,505922,100.00%,1105922.0,100.00%,총계,1105922.0,1.0,50,50,,,
202,금융회사,스마트로,동일인측,계열회사,이니텍,626736,61.23%,-,-,626736.0,61.23%,계열회사,1023590.0,0.6122920309889702,1,1,0.6122920309889702,0.6122920309889702,이니텍
203,금융회사,스마트로,동일인측,계열회사,비씨카드,203694,19.90%,-,-,203694.0,19.90%,계열회사,1023590.0,0.19899959944899814,1,1,0.19899959944899814,0.19899959944899814,비씨카드
204,금융회사,스마트로,동일인측,동일인 측 합계,동일인 측 합계,830430,81.13%,-,-,830430.0,81.13%,동일인 측 합계,1023590.0,0.8112916304379684,50,50,,,
205,금융회사,스마트로,기타주주,기타,기타,193160,18.87%,-,-,193160.0,18.87%,기타,1023590.0,0.18870836956203169,99,99,0.18870836956203169,0.18870836956203169,
206,금융회사,스마트로,총계,총계,총계,1023590,100.00%,-,-,1023590.0,100.00%,총계,1023590.0,1.0,50,50,,,
207,금융회사,비씨카드,동일인측,동일인,케이티,3059560,69.54%,-,-,3059560.0,69.54%,동일인,4400000.0,0.6953545454545454,0,0,0.6953545454545454,0.6953545454545454,
208,금융회사,비씨카드,동일인측,동일인 측 합계,동일인 측 합계,3059560,69.54%,-,-,3059560.0,69.54%,동일인 측 합계,4400000.0,0.6953545454545454,50,50,,,
209,금융회사,비씨카드,기타주주,기타,기타,1340440,30.46%,-,-,1340440.0,30.46%,기타,4400000.0,0.30464545454545455,99,99,0.30464545454545455,0.30464545454545455,
210,금융회사,비씨카드,총계,총계,총계,4400000,100.00%,-,-,4400000.0,100.00%,총계,4400000.0,1.0,50,50,,,
211,금융회사,브이피,동일인측,계열회사,비씨카드,376993,50.90%,-,-,376993.0,50.90%,계열회사,740586.0,0.5090468898952991,1,1,0.5090468898952991,0.5090468898952991,비씨카드
212,금융회사,브이피,동일인측,동일인 측 합계,동일인 측 합계,376993,50.90%,-,-,376993.0,50.90%,동일인 측 합계,740586.0,0.5090468898952991,50,50,,,
213,금융회사,브이피,기타주주,기타,기타,363593,49.10%,-,-,363593.0,49.10%,기타,740586.0,0.4909531101047009,99,99,0.4909531101047009,0.4909531101047009,
214,금융회사,브이피,총계,총계,,740586,100.00%,-,-,740586.0,100.00%,총계,740586.0,1.0,50,50,,,
215,금융회사,케이티인베스트먼트,동일인측,동일인,케이티,4000000,100.00%,-,-,4000000.0,100.00%,동일인,4000000.0,1.0,0,0,1.0,1.0,
216,금융회사,케이티인베스트먼트,동일인측,동일인 측 합계,동일인 측 합계,4000000,100.00%,-,-,4000000.0,100.00%,동일인 측 합계,4000000.0,1.0,50,50,,,
217,금융회사,케이티인베스트먼트,기타주주,기타,기타,-,-,-,-,,-,기타,4000000.0,,99,99,0.0,0.0,
218,금융회사,케이티인베스트먼트,총계,총계,총계,4000000,100.00%,-,-,4000000.0,100.00%,총계,4000000.0,1.0,50,50,,,
