,Unnamed: 0,firm,kiscode,kiscode_tf
55,55,(주)햇살유통,J36175,21036175
56,56,(주)라이크앤클릭,HU2657,1803302657
0,0,디엘(주),500070,500070
1,1,대림건설(주),500739,500739
2,2,(주)대림,023705,23705
3,3,글래드호텔앤리조트(주),903043,903043
4,4,디엘모터스(주),381586,381586
5,5,(주)대림피앤피,JQ9232,2102809232
6,6,포천파워(주),C43222,13043222
7,7,디엘에너지(주),L40345,23040345
8,8,포승그린파워(주),M33400,24033400
9,9,(주)켐텍,F22384,16022384
10,10,밀머란에스피씨(주),L19845,23019845
11,11,송도파워(주),C38956,13038956
12,12,덕송내각고속화도로(주),F98513,16098513
13,13,청진이삼프로젝트(주),F34899,16034899
14,14,하이웨이솔라(주),L39441,23039441
15,15,험프리에스엘큐원(주),F16947,16016947
16,16,에이플러스디(주),F22386,16022386
17,17,에코술이홀(주),372696,372696
18,18,제주항공우주호텔(주),I71408,19071408
19,19,김해동서터널(주),C15424,13015424
20,20,청진이삼자산관리(주),H30184,18030184
21,21,(주)대림제5호천안원성동기업형임대위탁관리부동산투자회사,IL7761,1902307761
22,22,(주)대림제6호부산우암동기업형임대위탁관리부동산투자회사,IR3602,1902903602
23,23,(주)대림제7호마산회원기업형임대위탁관리부동산투자회사,JV4663,2103404663
24,24,(주)삼호시트론시티,LB4087,2301204087
25,25,대림에이엠씨(주),HS6245,1803106245
26,26,디엘에프엔씨(주),LD8371,2301408371
27,27,영주에코파워(주),JW2258,2103502258
28,28,코크레인에스피씨(주),LC0688,2301300688
0,0,아시아나항공(주),711187,711187
1,1,에어부산(주),C13841,13013841
2,2,금호산업(주),610364,610364
3,3,아시아나아이디티(주),790681,790681
4,4,금호고속(주),469520,469520
5,5,아시아나에어포트(주),711292,711292
6,6,케이에이(주),I91227,19091227
7,7,금호리조트(주),468937,468937
8,8,에어서울(주),HD4716,1801404716
9,9,금호속리산고속(주),710253,710253
10,10,아시아나세이버(주),237719,237719
11,11,금호티앤아이(주),IM9800,1902409800
12,12,아시아나개발(주),608980,608980
13,13,충주보라매(주),388981,388981
14,14,에이큐(주),HP4012,1802704012
15,15,케이에프(주),I91229,19091229
16,16,케이오(주),CR5110,1302905110
17,17,에이에이치(주),IX6317,1903606317
18,18,케이지(주),F97149,16097149
19,19,케이아이(주),I73160,19073160
20,20,금호고속관광(주),HX9149,1803609149
21,21,금호고속관광(주),JH3215,2101803215
22,22,금호고속관광(주),L55297,23055297
23,23,에스티엠(주),IN9090,1902509090
24,24,에이오(주),IX6722,1903606722
25,25,케이브이아이(주),JM2181,2102402181
26,26,케이알(주),CR5094,1302905094
0,0,삼성전자(주),380725,380725
1,1,삼성에스디에스(주),820717,820717
2,2,삼성전기(주),380733,380733
3,3,삼성SDI(주),380458,380458
4,4,삼성중공업(주),380180,380180
5,5,삼성물산(주),810053,810053
6,6,(주)에스원,820482,820482
7,7,삼성화재해상보험(주),870056,870056
8,8,삼성엔지니어링(주),820040,820040
9,9,삼성생명보험(주),870021,870021
10,10,삼성바이오로직스(주),H33268,18033268
11,11,삼성증권(주),821616,821616
12,12,(주)호텔신라,630039,630039
13,13,삼성카드(주),990345,990345
14,14,(주)제일기획,820032,820032
15,15,(주)멀티캠퍼스,145888,145888
16,16,세메스(주),314528,314528
17,17,(주)미라콤아이앤씨,173255,173255
18,18,삼성메디슨(주),387533,387533
19,19,에스코어(주),C39492,13039492
20,20,(주)시큐아이,131940,131940
21,21,(주)씨브이네트,136979,136979
22,22,삼성디스플레이(주),H82126,18082126
23,23,삼성전자서비스(주),952133,952133
24,24,삼성웰스토리(주),L24796,23024796
25,25,삼성전자판매(주),102357,102357
26,26,(주)휴먼티에스에스,F07990,16007990
27,27,삼성생명서비스손해사정(주),168139,168139
28,28,삼성화재서비스손해사정(주),876224,876224
29,29,삼성카드고객서비스(주),L29682,23029682
30,30,삼성화재애니카손해사정(주),955671,955671
31,31,삼성바이오에피스(주),H82125,18082125
32,32,(주)삼우종합건축사사무소,M09094,24009094
33,33,스테코(주),039224,39224
34,34,신라스테이(주),L85333,23085333
35,35,삼성코닝어드밴스드글라스(주),I10413,19010413
36,36,삼성자산운용(주),952222,952222
37,37,(주)삼성경제연구소,814130,814130
38,38,(주)서울레이크사이드,910333,910333
39,39,에이치디씨신라면세점(주),HD4399,1801404399
40,40,에스비티엠(주),IV1459,1903401459
41,41,(주)삼성생명금융서비스보험대리점,HD0212,1801400212
42,42,삼성선물(주),607240,607240
43,43,(주)하만인터내셔널코리아,478917,478917
44,44,(주)삼성화재금융서비스보험대리점,HO3818,1802603818
45,45,에스티엠(주),H33271,18033271
46,46,삼성에스알에이자산운용(주),I71403,19071403
47,47,삼성벤처투자(주),122088,122088
48,48,에스디플렉스(주),372670,372670
49,49,(주)삼성라이온즈,990230,990230
50,50,삼성액티브자산운용(주),IM3580,1902403580
51,51,에스유머티리얼스(주),H76861,18076861
52,52,삼성헤지자산운용(주),IM4018,1902404018
53,53,삼성전자로지텍(주),125346,125346
54,54,제일패션리테일(주),H79395,18079395
55,55,에스원씨알엠(주),F39138,16039138
56,56,수원삼성축구단(주),C72637,13072637
57,57,삼성전자서비스씨에스(주),JH7192,2101807192
58,58,오픈핸즈(주),F35864,16035864
0,0,지에스건설(주),500143,500143
1,1,(주)지에스리테일,810045,810045
2,2,자이에스앤디(주),154698,154698
3,3,삼양통상(주),320510,320510
4,4,(주)지에스글로벌,610283,610283
5,5,(주)GS,243139,243139
6,6,(주)지에스홈쇼핑,023707,23707
7,7,(주)지에스엔텍,751260,751260
8,8,지에스칼텍스(주),352705,352705
9,9,(주)지에스네트웍스,IX8268,1903608268
10,10,파르나스호텔(주),900818,900818
11,11,자이에너지운영(주),C43324,13043324
12,12,(주)지씨에스,486764,486764
13,13,(주)삼양인터내셔날,613533,613533
14,14,(주)지에스이앤알,194721,194721
15,15,지에스파워(주),145222,145222
16,16,(주)텐바이텐,208564,208564
17,17,지에스이피에스(주),103160,103160
18,18,지에스네오텍(주),502065,502065
19,19,지에스엠비즈(주),029824,29824
20,20,(주)피엘에스,F00290,16000290
21,21,지에스파크이십사(주),484754,484754
22,22,(주)승산,790125,790125
23,23,지에스에너지(주),H79512,18079512
24,24,센트럴모터스(주),245846,245846
25,25,(주)지에스동해전력,H76297,18076297
26,26,보령엘엔지터미널(주),I99714,19099714
27,27,경원건설(주),990167,990167
28,28,(주)후레쉬서브,486770,486770
29,29,지에스에코메탈(주),F30842,16030842
30,30,인천종합에너지(주),375106,375106
31,31,(주)지에스포천그린에너지,M29924,24029924
32,32,(주)지에스넷비전,C13939,13013939
33,33,(주)지에스스포츠,246258,246258
34,34,지에스바이오(주),F14819,16014819
35,35,(주)지에스풍력발전,I67177,19067177
36,36,(주)삼정건업,I69264,19069264
37,37,(주)위너셋,614114,614114
38,38,옥산오창고속도로(주),C89691,13089691
39,39,(주)지에스텔레서비스,370935,370935
40,40,이노폴리텍(주),135862,135862
41,41,상지해운(주),027842,27842
42,42,(주)피앤에쓰,I71404,19071404
43,43,(주)켐텍인터내셔날,137619,137619
44,44,(주)옥산유통,108350,108350
45,45,은평새길(주),C92904,13092904
46,46,지베스코(주),JS8136,2103108136
47,47,(주)동해그린에너지,686635,686635
48,48,(주)삼척그린에너지파크,JL6037,2102306037
49,49,(주)영덕제1풍력발전,IV6901,1903406901
50,50,(주)보헌개발,100319,100319
51,51,(주)프로케어,M31667,24031667
52,52,자이에스텍(주),377675,377675
53,53,(유)가승개발,HM8099,1802408099
54,54,(주)경기평택글로벌,LE5890,2301505890
55,55,(주)구미그린에너지,IP2257,1902702257
56,56,(주)영양제2풍력발전,H20408,18020408
57,57,(주)케이세이프새먼어업회사,LG4702,2301704702
58,58,(주)해프닝피플,JL3819,2102303819
59,59,구미맑은물(주),HU8801,1803308801
60,60,동해국제자원터미널(주),JT0232,2103200232
61,61,부산동서고속화도로(주),HO9878,1802609878
62,62,비에스엠(주),C07414,13007414
63,63,자이가이스트(주),LS4661,2303104661
64,64,자이메카닉스(주),LJ7658,2302107658
65,65,지앤엠에스테이트(주),J88286,21088286
66,66,지피씨(주),LA1510,2301101510
67,67,케이클라비스전문투자형사모부동산투자유한회사제19호,LB7227,2301207227
68,68,팬코텍(유),LT8356,2303208356
69,69,포항영일만해양케이블카(주),IZ8296,1903808296
70,70,향산2도시개발(주),IT2804,1903202804
71,71,(주)에피스,H55875,18055875
0,0,(주)부영주택,F12860,16012860
1,1,(주)무주덕유산리조트,036862,36862
2,2,(주)동광주택,F12858,16012858
3,3,(주)오투리조트,548906,548906
4,4,(주)광영토건,007131,7131
5,5,대화도시가스(주),400327,400327
6,6,(주)부영씨씨,C52733,13052733
7,7,천원종합개발(주),245669,245669
8,8,(주)더클래식씨씨,222711,222711
9,9,남광건설산업(주),060687,60687
10,10,(주)부영,900311,900311
11,11,동광주택산업(주),512648,512648
12,12,부강주택관리(주),534690,534690
13,13,(주)남양개발,213872,213872
14,14,(주)인천일보,341231,341231
15,15,(주)한라일보사,098620,98620
16,16,(주)부영엔터테인먼트,184662,184662
17,17,(주)부영대부파이낸스,827282,827282
18,18,(주)비와이월드,HK7337,1802207337
19,19,(주)에이치아이엠,FO1183,1602601183
20,20,(주)부영환경산업,H04151,18004151
21,21,(주)부영유통,M40313,24040313
22,22,(주)인천출판사,IO5339,1902605339
0,0,에스케이하이닉스(주),383511,383511
1,1,SK텔레콤(주),810185,810185
2,2,SK(주),814261,814261
3,3,SK이노베이션(주),490896,490896
4,4,SK네트웍스(주),610259,610259
5,5,에스케이케미칼(주),IW7328,1903507328
6,6,SKC(주),350885,350885
7,7,에스케이렌터카(주),214507,214507
8,8,SK가스(주),400122,400122
9,9,(주)부산도시가스,400041,400041
10,10,에스케이디앤디(주),372663,372663
11,11,에스케이바이오팜(주),H32455,18032455
12,12,에스케이디스커버리(주),320706,320706
13,13,에스케이머티리얼즈(주),093025,93025
14,14,(주)에스엠코어,382159,382159
15,15,(주)드림어스컴퍼니,141084,141084
16,16,인크로스(주),C13968,13013968
17,17,(주)나노엔텍,009380,9380
18,18,에스케이건설(주),500283,500283
19,19,(주)에이디티캡스,812579,812579
20,20,홈앤서비스(주),IQ8535,1902808535
21,21,(주)캡스텍,368945,368945
22,22,서비스탑(주),F22369,16022369
23,23,서비스에이스(주),F22362,16022362
24,24,에스케이실트론(주),360651,360651
25,25,에스케이에너지(주),F39728,16039728
26,26,피에스앤마케팅(주),C83530,13083530
27,27,에스케이브로드밴드(주),624810,624810
28,28,에스케이오앤에스(주),F22361,16022361
29,29,에스케이엠앤서비스(주),129466,129466
30,30,에스케이인포섹(주),146718,146718
31,31,에프앤유신용정보(주),102426,102426
32,32,에스케이매직(주),J14603,21014603
33,33,십일번가(주),JG5430,2101705430
34,34,에스케이종합화학(주),F79581,16079581
35,35,에스케이플래닛(주),H77772,18077772
36,36,에스케이하이닉스시스템아이씨(주),IQ1002,1902801002
37,37,에스케이네트웍스서비스(주),494218,494218
38,38,에스케이인천석유화학(주),J75118,21075118
39,39,에스케이하이이엔지(주),201399,201399
40,40,유빈스(주),C64097,13064097
41,41,에스케이바이오사이언스(주),JE3749,2101503749
42,42,(주)대한송유관공사,981117,981117
43,43,에스케이이엔에스(주),992089,992089
44,44,에스케이매직서비스(주),117570,117570
45,45,에스케이바이오텍(주),FO1359,1602601359
46,46,나래에너지서비스(주),I67171,19067171
47,47,에스케이씨하이테크앤마케팅(주),497396,497396
48,48,코원에너지서비스(주),400106,400106
49,49,에스케이티엔에스(주),HI9093,1801909093
50,50,에스케이루브리컨츠(주),C92193,13092193
51,51,에스케이넥실리스(주),IS8723,1903108723
52,52,에스케이하이스텍(주),C12162,13012162
53,53,에스케이커뮤니케이션즈(주),831760,831760
54,54,에스케이모바일에너지(주),380157,380157
55,55,영남에너지서비스(주),400076,400076
56,56,에스케이텔링크(주),831689,831689
57,57,행복나래(주),146672,146672
58,58,에스케이플라즈마(주),CR4695,1302904695
59,59,미쓰이케미칼앤드에스케이씨폴리우레탄(주),CC8744,1301308744
60,60,에스케이스토아(주),IW7486,1903507486
61,61,내트럭(주),381534,381534
62,62,에스케이트레이딩인터내셔널(주),J66815,21066815
63,63,행복모아(주),HU6854,1803306854
64,64,충청에너지서비스(주),400270,400270
65,65,에스케이핀크스(주),084869,84869
66,66,원스토어(주),HN8999,1802508999
67,67,에스케이아이이테크놀로지(주),JN5387,2102505387
68,68,에스케이어드밴스드(주),M17750,24017750
69,69,에스케이텔레시스(주),570117,570117
70,70,(주)에이앤티에스,487817,487817
71,71,에스케이머티리얼즈에어플러스(주),492783,492783
72,72,에스케이트리켐(주),HS5424,1803105424
73,73,에스케이임업(주),C85548,13085548
74,74,강원도시가스(주),400092,400092
75,75,전남도시가스(주),400149,400149
76,76,에프에스케이엘앤에스(주),HV0440,1803400440
77,77,전북에너지서비스(주),400297,400297
78,78,에스케이씨에코솔루션즈(주),F20462,16020462
79,79,에스케이와이번스(주),136740,136740
80,80,에스케이씨인프라서비스(주),HG4088,1801704088
81,81,한국넥슬렌(유),HC6247,1801306247
82,82,콘텐츠웨이브(주),I09023,19009023
83,83,엔티스(주),001821,1821
84,84,파주에너지서비스(주),H36259,18036259
85,85,(주)에스케이머티리얼즈리뉴텍,210665,210665
86,86,울산지피에스(주),H36264,18036264
87,87,(주)제이에스아이,184006,184006
88,88,울산아로마틱스(주),G42242,17042242
89,89,(주)휘찬,H35328,18035328
90,90,제주유나이티드에프씨(주),C52368,13052368
91,91,브로드밴드노원방송(주),370370,370370
92,92,에스케이쇼와덴코(주),IQ8099,1902808099
93,93,여주에너지서비스(주),JH6949,2101806949
94,94,유베이스매뉴팩처링아시아(주),F30780,16030780
95,95,당진에코파워(주),JT6405,2103206405
96,96,에스케이씨솔믹스(주),103322,103322
97,97,에스케이렌터카서비스(주),H76862,18076862
98,98,디앤디프라퍼티매니지먼트(주),C68765,13068765
99,99,민팃(주),380493,380493
100,100,행복동행(주),JQ4106,2102804106
101,101,행복모음(주),JU0398,2103300398
102,102,(주)신안증도태양광,JC2423,2101302423
103,103,디앤디인베스트먼트(주),IY0469,1903700469
104,104,마인드노크(주),IY6482,1903706482
105,105,아이디퀀티크(유),JF3024,2101603024
106,106,에스케이머티리얼즈퍼포먼스(주),JZ9818,2103809818
107,107,에스케이씨에프티홀딩스(주),JW9605,2103509605
108,108,에스케이케미칼대정(주),LD8368,2301408368
109,109,에스케이텔레콤씨에스티원(주),JR3073,2102903073
110,110,에스케이피아이씨글로벌(주),JZ5381,2103805381
111,111,인프라커뮤니케이션즈(주),IS8497,1903108497
112,112,전남해상풍력(주),LA7756,2301107756
113,113,해쌀태양광(주),LP4237,2302704237
114,114,행복디딤(주),JK7189,2102207189
115,115,행복채움(주),JO6135,2102606135
116,116,행복키움(주),JK7188,2102207188
117,117,행복한울(주),JS3341,2103103341
118,118,유빈스홀딩스(주),L44662,23044662
119,119,라이프앤시큐리티홀딩스(주),L63717,23063717
0,0,(주)이마트,H32072,18032072
1,1,(주)신세계푸드,040807,40807
2,2,(주)신세계,620084,620084
3,3,(주)신세계인터내셔날,040877,40877
4,4,(주)신세계아이앤씨,538787,538787
5,5,신세계건설(주),100960,100960
6,6,(주)광주신세계,074370,74370
7,7,(주)이마트에브리데이,620351,620351
8,8,(주)신세계톰보이,321311,321311
9,9,(주)스타벅스커피코리아,827461,827461
10,10,(주)에스에스지닷컴,JK1331,2102201331
11,11,(주)조선호텔앤리조트,630306,630306
12,12,(주)이마트24,F53525,16053525
13,13,(주)신세계센트럴시티,711268,711268
14,14,(주)신세계디에프,HC4970,1801304970
15,15,(주)까사미아,274224,274224
16,16,(주)신세계엘앤비,C72689,13072689
17,17,(주)신세계티비쇼핑,L08726,23008726
18,18,(주)신세계동대구복합환승센터,I05993,19005993
19,19,(주)신세계프라퍼티,L27429,23027429
20,20,서울고속버스터미널(주),810070,810070
21,21,(주)신세계디에프글로벌,JA2382,2101102382
22,22,(주)신세계사이먼,380527,380527
23,23,(주)제주소주,E41023,15041023
24,24,세린식품(주),248863,248863
25,25,스무디킹코리아(주),HL2358,1802302358
26,26,(주)신세계영랑호리조트,494258,494258
27,27,(주)스타필드하남,F88201,16088201
28,28,(주)스타필드고양,IC9508,1901309508
29,29,(주)인천신세계,CC5705,1301305705
30,30,신세계의정부역사(주),092732,92732
31,31,(주)대전신세계,HP5038,1802705038
32,32,(주)스타필드수원,JG7649,2101707649
33,33,(주)스타필드안성,JD0109,2101400109
34,34,(주)스타필드청라,I79913,19079913
35,35,(주)스튜디오329,HR8538,1802908538
36,36,실크우드(주),CD4268,1301404268
37,37,(주)마인드마크,LF0669,2301600669
38,38,(주)스타필드창원,JU5361,2103305361
39,39,(주)시그나이트파트너스,LJ1032,2302101032
40,40,(주)신세계동서울피에프브이,JU5049,2103305049
41,41,(주)신세계화성,LV1687,2303401687
42,42,(주)에스피청주전문투자형사모부동산투자회사,IV1484,1903401484
43,43,일렉트로맨문화산업전문회사(유),JF0504,2101600504
0,0,(주)대한항공,990027,990027
1,1,한국공항(주),810061,810061
2,2,(주)진에어,C06922,13006922
3,3,(주)한진,710105,710105
4,4,(주)한진칼,J83149,21083149
5,5,(주)에어코리아,C38570,13038570
6,6,(주)항공종합서비스,167255,167255
7,7,(주)칼호텔네트워크,168739,168739
8,8,한진부산컨테이너터미널(주),495903,495903
9,9,한진정보통신(주),813877,813877
10,10,(주)한진관광,I91951,19091951
11,11,한진인천컨테이너터미널(주),M26860,24026860
12,12,토파스여행정보(주),105999,105999
13,13,정석기업(주),811637,811637
14,14,평택컨테이너터미날(주),295322,295322
15,15,(주)한국티비티,F06305,16006305
16,16,세계혼재항공화물(주),730025,730025
17,17,(주)왕산레저개발,H78731,18078731
18,18,(주)제동레저,372653,372653
19,19,아이에이티(주),F39215,16039215
20,20,서울복합물류프로젝트금융투자(주),H74676,18074676
21,21,태일캐터링(주),159281,159281
22,22,(주)싸이버스카이,211280,211280
23,23,서울복합물류자산관리(주),H74582,18074582
24,24,태일통상(주),692549,692549
25,25,부산글로벌물류센터(주),C83532,13083532
26,26,(주)한국글로발로지스틱스시스템,127586,127586
27,27,한진울산신항운영(주),H32463,18032463
28,28,청원냉장(주),I42784,19042784
29,29,포항항7부두운영(주),164218,164218
30,30,더블유에이씨항공서비스(주),T33876,32033876
0,0,롯데쇼핑(주),620068,620068
1,1,롯데칠성음료(주),310476,310476
2,2,롯데케미칼(주),350265,350265
3,3,롯데제과(주),IV0057,1903400057
4,4,롯데하이마트(주),612375,612375
5,5,롯데정보통신(주),IV7260,1903407260
6,6,롯데푸드(주),310026,310026
7,7,롯데정밀화학(주),350338,350338
8,8,롯데지주(주),310204,310204
9,9,롯데위탁관리부동산투자회사(주),JN4221,2102504221
10,10,롯데글로벌로지스(주),078921,78921
11,11,(주)호텔롯데,630020,630020
12,12,롯데컬처웍스(주),JC5056,2101305056
13,13,롯데건설(주),500160,500160
14,14,에프알엘코리아(주),382306,382306
15,15,롯데지알에스(주),620475,620475
16,16,(주)코리아세븐,106111,106111
17,17,롯데알미늄(주),370240,370240
18,18,캐논코리아비즈니스솔루션(주),384291,384291
19,19,롯데렌탈(주),379186,379186
20,20,(주)우리홈쇼핑,174042,174042
21,21,(주)부산롯데호텔,630683,630683
22,22,롯데오토케어(주),J01953,21001953
23,23,롯데네슬레코리아(주),312444,312444
24,24,(주)대홍기획,JB3421,2101203421
25,25,롯데캐피탈(주),041277,41277
26,26,롯데자산개발(주),424992,424992
27,27,롯데멤버스(주),CC2354,1301302354
28,28,롯데제이티비(주),490605,490605
29,29,(주)롯데아사히주류,150081,150081
30,30,롯데엠시시(주),392701,392701
31,31,롯데물산(주),620890,620890
32,32,데크항공(주),C51438,13051438
33,33,롯데지에프알(주),234474,234474
34,34,한국후지필름(주),JB2986,2101202986
35,35,삼박엘에프티(주),172523,172523
36,36,(주)케이피켐텍,229177,229177
37,37,롯데상사(주),381802,381802
38,38,(주)그린카,F88147,16088147
39,39,(주)백학음료,375308,375308
40,40,(주)충북소주,375338,375338
41,41,롯데면세점제주(주),HG8271,1801708271
42,42,(주)엠허브,137356,137356
43,43,롯데오토리스(주),J09708,21009708
44,44,(주)롯데자이언츠,910244,910244
45,45,씨에이치음료(주),C77842,13077842
46,46,산청음료(주),911832,911832
47,47,롯데디에프리테일(주),380822,380822
48,48,한덕화학(주),036681,36681
49,49,롯데액셀러레이터(주),HN1189,1802501189
50,50,롯데베르살리스엘라스토머스(주),L03462,23003462
51,51,롯데송도쇼핑타운(주),H32456,18032456
52,52,(주)에스디제이,HJ3989,1802103989
53,53,롯데쇼핑타운대구(주),HG2681,1801702681
54,54,롯데타운동탄(주),HK2095,1802202095
55,55,롯데수원역쇼핑타운(주),477707,477707
56,56,롯데역사(주),812048,812048
57,57,롯데인천개발(주),I79706,19079706
58,58,롯데인천타운(주),L79880,23079880
59,59,롯데미쓰이화학(주),H31112,18031112
60,60,롯데울산개발(주),HN7710,1802507710
61,61,씨에스유통(주),119340,119340
62,62,(주)에스앤에스인터내셔날,F24545,16024545
63,63,거제피에프브이(주),JH2899,2101802899
64,64,은평피에프브이(주),M16497,24016497
65,65,(주)엔젤위드,I96706,19096706
66,66,롯데미래전략연구소(주),IX5826,1903605826
67,67,한국에스티엘(주),H76863,18076863
68,68,엠제이에이와인(주),C43328,13043328
69,69,(주)모비쟆미디어,H33662,18033662
70,70,롯데부산신항로지스(주),C92953,13092953
71,71,제이지산업(주),H91647,18091647
72,72,롯데김해개발(주),F14813,16014813
73,73,롯데에이엠씨(주),JN2774,2102502774
74,74,마곡지구피에프브이(주),L99248,23099248
75,75,스마일위드(주),JK7796,2102207796
76,76,(주)롯데디엠씨개발,JJ8292,2102108292
77,77,(주)이지고,JP3387,2102703387
78,78,롯데지에스화학(주),LA1514,2301101514
79,79,마곡엘앤타워피에프브이(주),LF3868,2301603868
80,80,스위트위드(주),HO8471,1802608471
81,81,푸드위드(주),JX9838,2103609838
0,0,(주)케이티,810193,810193
1,1,(주)케이티아이에스,183424,183424
2,2,(주)케이티씨에스,183634,183634
3,3,(주)케이티스카이라이프,160136,160136
4,4,케이티하이텔(주),983365,983365
5,5,(주)나스미디어,168642,168642
6,6,(주)플레이디,F12112,16012112
7,7,(주)지니뮤직,045728,45728
8,8,이니텍(주),129698,129698
9,9,(주)케이티서브마린,037510,37510
10,10,케이티파워텔(주),185256,185256
11,11,케이티텔레캅(주),480449,480449
12,12,(주)케이티엠앤에스,482354,482354
13,13,(주)케이티서비스북부,F24148,16024148
14,14,(주)케이티서비스남부,F09190,16009190
15,15,(주)케이티디에스,C39451,13039451
16,16,(주)에이치엔씨네트워크,C02876,13002876
17,17,(주)케이티엠오에스북부,999892,999892
18,18,(주)케이티엠오에스남부,824892,824892
19,19,비씨카드(주),820512,820512
20,20,케이티링커스(주),810126,810126
21,21,(주)케이티에스테이트,F24552,16024552
22,22,(주)케이뱅크은행,HM3351,1802403351
23,23,(주)케이티엔지니어링,812153,812153
24,24,(주)스마트로,058822,58822
25,25,(주)케이티샛,I72792,19072792
26,26,(주)케이티엠하우스,372690,372690
27,27,케이티커머스(주),204461,204461
28,28,(주)스카이라이프티브이,377515,377515
29,29,(주)케이티엠모바일,FO4826,1602604826
30,30,브이피(주),166186,166186
31,31,(주)케이티에이엠씨,H77781,18077781
32,32,(주)케이티인베스트먼트,HJ1497,1802101497
33,33,넥스트커넥트피에프브이(주),JI2207,2101902207
34,34,(주)케이티스포츠,J08152,21008152
35,35,(주)케이티넥스알,C20187,13020187
36,36,(주)오토피온,L26084,23026084
37,37,(주)케이디리빙,I70402,19070402
38,38,케이티지디에이치(주),H79403,18079403
39,39,(주)지이프리미어제1호기업구조조정부동산투자회사,G60742,17060742
40,40,(주)스토리위즈,LA8227,2301108227
41,41,(주)케이리얼티임대주택제3호위탁관리부동산투자회사,JV0510,2103400510
42,42,(주)케이에이치에스,JH0705,2101800705
43,43,(주)케이티희망지음,JL5569,2102305569
44,44,(주)후후앤컴퍼니,HP8868,1802708868
